area_type,availability,location,size,bath,balcony,price,bhk,total_sqft,price_per_sqft
Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,2.0,3.0,55.0,2,1238.0,4442.64943457189
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,2.0,2.0,59.01,3,1405.0,4200.0
Super built-up  Area,Ready To Move,Doddaballapur,4 BHK,3.0,2.0,80.0,4,1690.0,4733.7278106508875
Built-up  Area,Ready To Move,Other,3 BHK,2.0,1.0,110.0,3,1620.0,6790.123456790124
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3.0,2.0,115.0,3,1673.0,6873.879258816497
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,2.0,0.0,58.0,2,1090.0,5321.100917431193
Super built-up  Area,Ready To Move,Varthur,2 BHK,2.0,2.0,40.0,2,1112.0,3597.122302158273
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,2.0,2.0,66.65,3,1385.0,4812.274368231047
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1.0,1.0,27.0,2,545.0,4954.128440366972
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,2.0,1.0,58.0,2,985.0,5888.324873096447
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,1.0,0.0,36.29,1,825.0,4398.787878787879
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,2.0,1.0,37.8,2,1080.0,3499.9999999999995
Super built-up  Area,19-Mar,Hosa Road,2 BHK,2.0,1.0,97.52,2,1430.0,6819.580419580419
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2.0,2.0,43.0,2,1050.0,4095.2380952380954
Plot  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,4.0,1.0,139.0,4,2000.0,6950.0
Built-up  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,4.0,3.0,190.0,4,4800.0,3958.3333333333335
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,115.0,3,1533.0,7501.630789302022
Plot  Area,Ready To Move,Other,4 Bedroom,3.0,2.0,500.0,4,2800.0,17857.14285714286
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,3.0,2.0,399.0,3,2610.0,15287.356321839081
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,3.0,2.0,150.0,3,1750.0,8571.42857142857
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,2.0,0.0,66.0,3,1200.0,5500.0
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,2.0,2.0,87.5,2,1352.0,6471.89349112426
Super built-up  Area,Ready To Move,Harlur,3 BHK,3.0,2.0,125.0,3,1754.0,7126.567844925884
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,85.0,3,1560.0,5448.717948717948
Super built-up  Area,18-Jul,Bannerghatta,4 BHK,6.0,2.0,268.0,4,3012.0,8897.742363877822
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4.0,2.0,199.0,4,3584.0,5552.455357142857
Super built-up  Area,Ready To Move,Channasandra,3 BHK,2.0,1.0,90.0,3,1470.0,6122.448979591837
Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,2.0,1.0,45.0,2,1035.0,4347.826086956522
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5.0,2.0,329.0,4,2400.0,13708.333333333334
Built-up  Area,Ready To Move,Kammanahalli,2 BHK,2.0,1.0,52.0,2,1160.0,4482.758620689655
Super built-up  Area,Ready To Move,Jakkur,2 BHK,2.0,2.0,52.0,2,1100.0,4727.272727272727
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,2.0,2.0,38.0,2,1170.0,3247.863247863248
Super built-up  Area,19-Dec,Bannerghatta Road,1 BHK,1.0,1.0,31.83,1,595.0,5349.579831932773
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,3.0,2.0,110.0,3,1650.0,6666.666666666667
Super built-up  Area,Ready To Move,1st Block Jayanagar,3 BHK,2.0,3.0,235.0,3,1875.0,12533.333333333334
Super built-up  Area,Ready To Move,Other,4 BHK,4.0,1.0,80.0,4,800.0,10000.0
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,3.0,48.06,3,1375.0,3495.2727272727275
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,2.0,1.0,46.8,2,1235.0,3789.4736842105262
Super built-up  Area,Ready To Move,Other,1 BHK,1.0,2.0,25.0,1,750.0,3333.3333333333335
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3.0,1.0,115.0,3,1400.0,8214.285714285714
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,2.0,2.0,50.79,3,1270.0,3999.212598425197
Super built-up  Area,18-Dec,Bannerghatta Road,2 BHK,2.0,1.0,51.0,2,1105.0,4615.384615384615
Super built-up  Area,Ready To Move,Other,3 BHK,2.0,3.0,85.0,3,1375.0,6181.818181818182
Plot  Area,Ready To Move,Attibele,4 Bedroom,4.0,2.0,95.0,4,2168.0,4381.918819188192
Built-up  Area,Ready To Move,Gottigere,8 Bedroom,8.0,3.0,90.0,8,1200.0,7500.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2.0,1.0,40.84,2,1065.0,3834.7417840375592
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,0.0,580.0,3,3800.0,15263.157894736842
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,9 Bedroom,9.0,2.0,350.0,9,3125.0,11200.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,1.0,1.0,45.0,1,825.0,5454.545454545455
Built-up  Area,Ready To Move,Other,2 BHK,2.0,0.0,40.0,2,1095.0,3652.9680365296804
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,3.0,65.0,3,720.0,9027.777777777777
Super built-up  Area,18-Jul,Other,3 BHK,2.0,2.0,60.33,3,1440.0,4189.583333333333
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,1.0,39.5,2,870.0,4540.229885057472
Super built-up  Area,Ready To Move,Panathur,2 BHK,2.0,1.0,84.0,2,1195.0,7029.28870292887
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,49.5,2,1200.0,4125.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3.0,3.0,61.2,3,1530.0,4000.0
Super built-up  Area,17-Oct,Padmanabhanagar,3 BHK,2.0,1.0,90.5,3,1708.0,5298.594847775175
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,43.0,2,975.0,4410.25641025641
Built-up  Area,Ready To Move,KR Puram,2 BHK,2.0,1.0,25.0,2,750.0,3333.3333333333335
Plot  Area,Ready To Move,Other,8 Bedroom,8.0,2.0,190.0,8,1200.0,15833.333333333334
Super built-up  Area,18-Dec,Iblur Village,3 BHK,3.0,2.0,130.0,3,1920.0,6770.833333333333
Plot  Area,Ready To Move,Nagarbhavi,6 Bedroom,5.0,2.0,240.0,6,1200.0,20000.0
Super built-up  Area,21-Dec,Thanisandra,2 BHK,2.0,1.0,58.56,2,1183.0,4950.126796280642
Plot  Area,Ready To Move,Kothanur,4 Bedroom,4.0,1.0,90.0,4,1140.0,7894.736842105263
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,2.0,2.0,65.0,3,1550.0,4193.548387096775
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,2.0,3.0,53.0,2,1110.0,4774.774774774774
Plot  Area,Ready To Move,Other,8 Bedroom,10.0,3.0,165.0,8,1500.0,11000.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,2.0,1.0,38.67,2,1105.0,3499.547511312217
Plot  Area,Ready To Move,Anekal,3 Bedroom,3.0,2.0,68.0,3,1800.0,3777.777777777778
Super built-up  Area,Ready To Move,Other,5 BHK,4.0,2.0,200.0,5,2800.0,7142.857142857143
Super built-up  Area,18-Jul,Bommanahalli,2 BHK,2.0,2.0,29.9,2,1000.0,2990.0
Built-up  Area,Ready To Move,Prithvi Layout,2 BHK,2.0,2.0,68.0,2,1190.0,5714.285714285715
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,4.0,1.0,200.0,4,1350.0,14814.814814814816
Super built-up  Area,19-Oct,Hebbal,4 BHK,4.0,2.0,230.0,4,3067.0,7499.184871209651
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,4.0,1.0,103.0,3,1929.0,5339.554173146708
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,3.0,1.0,100.0,3,1525.0,6557.377049180328
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,3.0,3.0,110.0,3,1775.0,6197.183098591549
Built-up  Area,Ready To Move,Banashankari,2 BHK,2.0,1.0,63.0,2,1125.0,5600.0
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,42.0,2,900.0,4666.666666666667
Super built-up  Area,18-Mar,Sarjapur  Road,2 BHK,2.0,1.0,58.0,2,1155.0,5021.645021645022
Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,4.0,0.0,75.0,4,1200.0,6250.0
Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,2.0,1.0,73.0,2,1268.0,5757.097791798107
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,88.0,3,1500.0,5866.666666666667
Super built-up  Area,18-Jan,Electronic City,1 BHK,1.0,1.0,47.0,1,630.0,7460.31746031746
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,3.0,2.0,65.0,3,1525.0,4262.295081967213
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,2.0,2.0,48.0,2,1060.0,4528.301886792453
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,3.0,3.0,127.0,3,1687.0,7528.156490812093
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3.0,2.0,123.0,3,1847.0,6659.447753113156
Super built-up  Area,Ready To Move,Begur Road,3 BHK,2.0,3.0,53.0,3,1410.0,3758.8652482269504
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2.0,1.0,42.99,2,1075.0,3999.0697674418607
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,4.0,2.0,492.0,4,3526.0,13953.488372093023
Built-up  Area,Ready To Move,BTM Layout,3 Bedroom,3.0,0.0,338.0,3,3000.0,11266.666666666666
Built-up  Area,18-Apr,Basavangudi,3 BHK,2.0,1.0,143.0,3,1500.0,9533.333333333334
Built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,46.0,2,1010.0,4554.455445544554
Super built-up  Area,18-Jul,Haralur Road,3 BHK,3.0,3.0,110.0,3,1875.0,5866.666666666667
Plot  Area,Ready To Move,Other,5 Bedroom,6.0,2.0,137.0,5,1200.0,11416.666666666666
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,2.0,1.0,50.6,2,983.0,5147.5076297049845
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,2.0,2.0,65.0,2,1101.0,5903.723887375114
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,76.0,2,1140.0,6666.666666666667
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2.0,2.0,110.0,2,1215.0,9053.497942386832
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2.0,3.0,42.0,2,1007.0,4170.8043694141015
Super built-up  Area,Ready To Move,Bellandur,3 BHK,3.0,2.0,168.0,3,2039.0,8239.333006375675
Built-up  Area,Ready To Move,Ulsoor,3 BHK,3.0,2.0,110.0,3,1020.0,10784.313725490196
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,84.0,2,1198.0,7011.686143572621
Built-up  Area,Ready To Move,Other,4 BHK,4.0,1.0,520.0,4,4000.0,13000.0
Plot  Area,Ready To Move,Other,4 Bedroom,4.0,2.0,34.5,4,1470.0,2346.938775510204
Built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,75.0,2,1370.0,5474.4525547445255
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,3.0,55.5,2,1316.0,4217.325227963526
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,3.0,1.0,55.5,3,1350.0,4111.111111111111
Super built-up  Area,18-May,Other,2 BHK,2.0,1.0,43.0,2,1050.0,4095.2380952380954
Carpet  Area,Ready To Move,KR Puram,3 BHK,3.0,0.0,47.405,3,1128.76,4199.741309047096
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2.0,1.0,34.0,2,921.0,3691.6395222584147
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,2.0,1.0,49.27,2,1010.0,4878.217821782178
Super built-up  Area,18-Jun,KR Puram,2 BHK,2.0,1.0,43.0,2,1015.0,4236.453201970443
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,2.0,0.0,66.5,3,1200.0,5541.666666666667
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,2.0,1.0,75.0,2,1179.0,6361.323155216285
Built-up  Area,Ready To Move,Anjanapura,4 BHK,4.0,2.0,86.0,4,1850.0,4648.648648648648
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,2.0,1.0,24.0,2,870.0,2758.6206896551726
Super built-up  Area,Ready To Move,Bellandur,3 BHK,3.0,2.0,85.0,3,1605.0,5295.95015576324
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,4.0,2.0,89.0,4,2800.0,3178.5714285714284
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,4.0,3.0,320.0,3,2475.0,12929.29292929293
Plot  Area,Ready To Move,Other,2 Bedroom,2.0,0.0,510.0,2,3000.0,17000.0
Plot  Area,Ready To Move,Other,6 Bedroom,7.0,2.0,110.0,6,2400.0,4583.333333333333
Super built-up  Area,Ready To Move,Other,2 BHK,1.0,1.0,55.0,2,1000.0,5500.0
Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,2.0,0.0,80.0,2,1200.0,6666.666666666667
Plot  Area,Ready To Move,Other,2 Bedroom,2.0,2.0,125.0,2,1200.0,10416.666666666666
Plot  Area,18-May,Kammasandra,2 Bedroom,2.0,1.0,66.0,2,1200.0,5500.0
Built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,50.0,2,1200.0,4166.666666666667
Super built-up  Area,Ready To Move,Hennur,2 BHK,2.0,1.0,57.5,2,1255.0,4581.673306772908
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,2.0,2.0,30.38,2,1085.0,2800.0
Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,3.0,2.0,125.0,3,1592.0,7851.75879396985
Super built-up  Area,18-Nov,Other,2 BHK,2.0,1.0,58.27,2,1313.0,4437.928408225438
Super built-up  Area,21-May,Kogilu,3 BHK,3.0,2.0,150.0,3,1934.0,7755.946225439504
Super built-up  Area,Ready To Move,Harlur,2 BHK,2.0,1.0,49.5,2,1200.0,4125.0
Super built-up  Area,Ready To Move,Uttarahalli,6 BHK,6.0,2.0,120.0,6,3600.0,3333.3333333333335
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,2.0,1.0,45.0,2,935.0,4812.834224598931
Built-up  Area,Ready To Move,Bommasandra,2 BHK,2.0,2.0,30.0,2,877.0,3420.752565564424
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,42.0,2,936.0,4487.179487179487
Super built-up  Area,Ready To Move,Nagasandra,3 BHK,2.0,2.0,110.0,3,1470.0,7482.993197278912
Built-up  Area,Ready To Move,Other,1 Bedroom,1.0,1.0,70.0,1,1050.0,6666.666666666667
Super built-up  Area,19-Mar,Hennur Road,2 BHK,2.0,0.0,69.61,2,1232.0,5650.162337662337
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,4.0,2.0,169.0,3,2225.0,7595.505617977528
Plot  Area,Ready To Move,Other,3 Bedroom,2.0,0.0,80.0,3,1200.0,6666.666666666667
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,3.0,2.0,119.0,3,1901.0,6259.863229879011
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,3.0,2.0,100.0,3,1819.0,5497.526113249038
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,56.0,3,1464.0,3825.136612021858
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,6.0,0.0,200.5,4,3715.0,5397.039030955585
Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,4.0,3.0,290.0,4,5000.0,5800.0
Super built-up  Area,Ready To Move,Other,4 BHK,4.0,3.0,169.0,4,1200.0,14083.333333333334
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,60.0,2,1256.0,4777.070063694267
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2.0,2.0,44.0,2,1100.0,4000.0
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,3.0,3.0,302.0,4,4800.0,6291.666666666667
Super built-up  Area,Ready To Move,Kothanur,3 BHK,3.0,3.0,70.0,3,1435.0,4878.048780487805
Super built-up  Area,Ready To Move,6th Phase JP Nagar,4 BHK,4.0,2.0,250.0,4,3245.0,7704.160246533128
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,4.0,1.0,110.0,3,1845.0,5962.059620596206
Plot  Area,Ready To Move,Jigani,3 Bedroom,4.0,1.0,130.0,3,2400.0,5416.666666666667
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,2.0,2.0,46.0,2,1140.0,4035.0877192982457
Super built-up  Area,18-Feb,Ulsoor,2 BHK,2.0,0.0,60.0,2,1200.0,5000.0
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,3.0,2.0,170.0,3,2254.0,7542.147293700089
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3.0,2.0,150.0,3,1750.0,8571.42857142857
Built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,37.0,2,1020.0,3627.450980392157
Built-up  Area,Ready To Move,Bommanahalli,1 BHK,1.0,1.0,25.0,1,515.0,4854.368932038835
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,3.0,2.0,140.0,3,1893.0,7395.66825145272
Super built-up  Area,Ready To Move,Other,3 BHK,3.0,0.0,500.0,3,3025.0,16528.92561983471
Built-up  Area,Ready To Move,Other,2 BHK,2.0,0.0,34.0,2,830.0,4096.385542168675
Built-up  Area,Ready To Move,Singasandra,2 Bedroom,2.0,1.0,36.5,2,600.0,6083.333333333333
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,2.0,1.0,90.0,3,1075.0,8372.093023255815
Plot  Area,Ready To Move,Other,4 Bedroom,4.0,2.0,1200.0,4,3200.0,37500.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,2.0,1.0,78.0,2,1200.0,6500.0
Super built-up  Area,19-Oct,Sarjapur  Road,2 BHK,2.0,2.0,77.65,2,1233.0,6297.6480129764805
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2.0,2.0,65.26,2,1255.0,5200.000000000001
Super built-up  Area,Ready To Move,Begur Road,2 BHK,2.0,2.0,37.8,2,1200.0,3149.9999999999995
Super built-up  Area,Ready To Move,Varthur,3 BHK,3.0,2.0,175.0,3,2145.0,8158.508158508159
Built-up  Area,Ready To Move,1st Phase JP Nagar,5 Bedroom,5.0,2.0,85.0,5,1500.0,5666.666666666667
Built-up  Area,Ready To Move,Kothannur,2 BHK,2.0,1.0,34.0,2,740.0,4594.594594594595
Super built-up  Area,Ready To Move,Kengeri,3 BHK,3.0,3.0,48.0,3,1250.0,3840.0
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,40.0,2,1210.0,3305.785123966942
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2.0,2.0,60.0,3,1525.0,3934.4262295081967
Built-up  Area,Ready To Move,Kogilu,1 Bedroom,1.0,0.0,36.0,1,540.0,6666.666666666667
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,2.0,1.0,84.0,3,1240.0,6774.193548387097
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,2.0,1.0,68.0,3,1245.0,5461.847389558233
Plot  Area,Ready To Move,Other,3 Bedroom,3.0,3.0,350.0,3,1865.0,18766.756032171583
Super built-up  Area,18-Mar,Hosa Road,2 BHK,2.0,0.0,36.43,2,1104.0,3299.81884057971
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,2.0,1.0,35.99,3,1075.0,3347.906976744186
Built-up  Area,18-May,Nagavara,2 BHK,2.0,1.0,55.0,2,2200.0,2500.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2.0,1.0,60.0,2,1155.0,5194.805194805195
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,3.0,62.0,2,1520.0,4078.9473684210525
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,6.0,2.0,245.0,4,3122.0,7847.533632286995
Super built-up  Area,Ready To Move,Harlur,2 BHK,2.0,1.0,85.0,2,1290.0,6589.147286821705
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,80.0,3,2300.0,3478.2608695652175
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,4.0,0.0,200.0,4,3000.0,6666.666666666667
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4.0,2.0,270.0,4,3251.97,8302.659618631169
Built-up  Area,Ready To Move,Other,1 BHK,1.0,0.0,14.0,1,400.0,3500.0
Super built-up  Area,Ready To Move,Banashankari,3 BHK,2.0,3.0,53.6,3,1340.0,4000.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,2.0,1.0,95.0,2,900.0,10555.555555555555
Plot  Area,Ready To Move,Rajaji Nagar,6 Bedroom,4.0,2.0,324.0,6,1800.0,18000.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,2.0,1.0,49.0,2,987.0,4964.5390070921985
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,3.0,2.0,100.0,3,1720.0,5813.953488372093
Super built-up  Area,Ready To Move,Hebbal,2 BHK,2.0,1.0,50.0,2,1040.0,4807.692307692308
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,2.0,0.0,64.0,2,900.0,7111.111111111111
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2.0,1.0,50.0,2,1030.0,4854.368932038835
Super built-up  Area,Ready To Move,Neeladri Nagar,3 BHK,3.0,2.0,133.0,3,2556.0,5203.442879499217
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,3.0,1.0,168.0,3,1850.0,9081.081081081082
Plot  Area,Ready To Move,Kaval Byrasandra,4 Bedroom,4.0,3.0,110.0,4,750.0,14666.666666666666
Super built-up  Area,18-Apr,Balagere,2 BHK,2.0,1.0,31.86,2,1028.0,3099.2217898832687
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2.0,1.0,83.0,2,1270.0,6535.433070866142
Built-up  Area,18-Mar,Sahakara Nagar,3 BHK,3.0,1.0,115.0,3,1655.0,6948.640483383686
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,2.0,1.0,40.0,2,940.0,4255.31914893617
Super built-up  Area,Ready To Move,Domlur,2 BHK,2.0,2.0,85.0,2,1050.0,8095.238095238095
Plot  Area,Ready To Move,Other,4 Bedroom,4.0,1.0,40.0,4,600.0,6666.666666666667
Super built-up  Area,18-Apr,Other,2 BHK,2.0,1.0,38.0,2,946.0,4016.913319238901
Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,3.0,3.0,145.0,3,1726.0,8400.92699884125
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,4.0,3.0,253.0,3,2121.0,11928.335690711929
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,2.0,1.0,75.0,2,1404.0,5341.880341880342
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,2.0,2.0,48.0,3,1525.0,3147.5409836065573
Super built-up  Area,Ready To Move,Kengeri,2 BHK,2.0,2.0,57.0,2,1025.0,5560.975609756098
Plot  Area,Ready To Move,Other,5 Bedroom,4.0,0.0,150.0,5,1575.0,9523.809523809523
Built-up  Area,Ready To Move,Other,2 BHK,1.0,1.0,43.0,2,860.0,5000.0
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,2.0,1.0,42.81,3,1223.0,3500.408830744072
Super built-up  Area,Ready To Move,Other,4 BHK,3.0,2.0,550.0,4,3750.0,14666.666666666666
Super built-up  Area,Ready To Move,Kothannur,2 BHK,2.0,1.0,47.8,2,1197.0,3993.316624895572
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,2.0,1.0,52.75,2,1150.0,4586.95652173913
Built-up  Area,Ready To Move,Other,4 Bedroom,5.0,3.0,629.0,4,4800.0,13104.166666666666
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,2.0,2.0,46.0,2,1040.0,4423.076923076923
Super built-up  Area,18-May,Banashankari,2 BHK,2.0,2.0,80.0,2,1310.0,6106.8702290076335
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,3.0,2.0,98.34,3,1788.0,5500.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2.0,2.0,38.55,2,1144.0,3369.7552447552443
Super built-up  Area,18-Jul,Anjanapura,2 BHK,2.0,2.0,39.0,2,1070.0,3644.8598130841124
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,2.0,70.0,2,1200.0,5833.333333333333
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,3.0,2.0,120.0,3,1862.0,6444.68313641246
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,2.0,1.0,58.5,2,1200.0,4875.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,2.0,2.0,27.0,2,970.0,2783.505154639175
Super built-up  Area,19-Mar,Kasavanhalli,3 BHK,3.0,2.0,79.5,3,1646.0,4829.890643985419
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4.0,2.0,242.0,4,4395.0,5506.257110352673
Plot  Area,Ready To Move,Other,5 Bedroom,4.0,1.0,100.0,5,1200.0,8333.333333333334
Super built-up  Area,18-Dec,Iblur Village,3 BHK,3.0,2.0,135.0,3,1995.0,6766.917293233083
Plot  Area,Ready To Move,1st Block Jayanagar,4 Bedroom,4.0,2.0,450.0,4,2400.0,18750.0
Super built-up  Area,18-Dec,Hosakerehalli,2 BHK,2.0,1.0,47.74,2,1085.0,4400.0
Super built-up  Area,Ready To Move,Budigere,2 BHK,2.0,2.0,56.8,2,1139.0,4986.830553116769
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2.0,2.0,44.0,2,1092.0,4029.3040293040294
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,3.0,2.0,98.0,3,1767.0,5546.1233729485
Built-up  Area,Ready To Move,Other,3 BHK,3.0,2.0,80.0,3,1700.0,4705.882352941177
Super built-up  Area,Ready To Move,Bellandur,3 BHK,3.0,2.0,88.0,3,1692.0,5200.945626477542
Built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,3.0,3.0,100.0,3,1645.0,6079.0273556231
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,2.0,1.0,57.0,3,1345.0,4237.918215613383
Super built-up  Area,Ready To Move,Other,2 BHK,2.0,1.0,60.0,2,1100.0,5454.545454545455
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,3.0,3.0,62.0,3,1408.0,4403.409090909091
Plot  Area,Ready To Move,Banashankari Stage III,4 Bedroom,4.0,1.0,240.0,4,2400.0,10000.0
Plot  Area,Ready To Move,Kadugodi,4 Bedroom,4.0,2.0,200.0,4,1920.0,10416.666666666666
Plot  Area,Ready To Move,Other,5 Bedroom,4.0,2.0,170.0,5,6040.0,2814.569536423841
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,4.0,2.0,150.0,3,2072.0,7239.382239382239
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,2.0,1.0,158.0,2,1420.0,11126.760563380281
